,text,words,keys,values
550,"Súbanos nuestros bultos a la tres cuatro cero, por favor.
","['súbanos', 'nuestros', 'bultos', 'a', 'la', 'tres', 'cuatro', 'cero', 'por', 'favor']","['súbanos', 'nuestros', 'bultos', 'a', 'la', 'tres', 'cuatro', 'cero', 'por', 'favor']","['send', 'up', 'our', 'luggage', 'to', 'room', 'number', 'three', 'four', 'oh', 'please']"
551,"¿Me lleva el equipaje al coche?
","['me', 'lleva', 'el', 'equipaje', 'al', 'coche']","['me', 'lleva', 'el', 'equipaje', 'al', 'coche']","['could', 'you', 'send', 'the', 'luggage', 'to', 'the', 'car']"
552,"Por favor, ¿qué precio tiene una habitación doble con pensión completa?
","['por', 'favor', 'qué', 'precio', 'tiene', 'una', 'habitación', 'doble', 'con', 'pensión', 'completa']","['por', 'favor', 'qué', 'precio', 'tiene', 'una', 'habitación', 'doble', 'con', 'pensión', 'completa']","['what', 'is', 'the', 'price', 'for', 'a', 'double', 'room', 'with', 'full', 'board', 'please']"
553,"Quiero una habitación doble para hoy.
","['quiero', 'una', 'habitación', 'doble', 'para', 'hoy']","['quiero', 'una', 'habitación', 'doble', 'para', 'hoy']","['i', 'want', 'a', 'double', 'room', 'for', 'today']"
554,"Tenemos que marcharnos hoy a las doce de la mañana.
","['tenemos', 'que', 'marcharnos', 'hoy', 'a', 'las', 'doce', 'de', 'la', 'mañana']","['tenemos', 'que', 'marcharnos', 'hoy', 'a', 'las', 'doce', 'de', 'la', 'mañana']","['we', 'should', 'leave', 'today', 'at', 'twelve', 'in', 'the', 'morning']"
555,"Por favor, lleve mi bolsa de viaje a mi habitación.
","['por', 'favor', 'lleve', 'mi', 'bolsa', 'de', 'viaje', 'a', 'mi', 'habitación']","['por', 'favor', 'lleve', 'mi', 'bolsa', 'de', 'viaje', 'a', 'mi', 'habitación']","['please', 'send', 'my', 'travel', 'bag', 'to', 'my', 'room']"
556,"Pida un taxi.
","['pida', 'un', 'taxi']","['pida', 'un', 'taxi']","['ask', 'for', 'a', 'taxi']"
557,"¿Cuánto vale una habitación individual?
","['cuánto', 'vale', 'una', 'habitación', 'individual']","['cuánto', 'vale', 'una', 'habitación', 'individual']","['how', 'much', 'is', 'a', 'single', 'room']"
558,"¿Nos puede usted dar las llaves de mi habitación?
","['nos', 'puede', 'usted', 'dar', 'las', 'llaves', 'de', 'mi', 'habitación']","['nos', 'puede', 'usted', 'dar', 'las', 'llaves', 'de', 'mi', 'habitación']","['can', 'you', 'give', 'us', 'the', 'keys', 'to', 'my', 'room']"
559,"Por favor, deseo que me despierten mañana a las dos y media.
","['por', 'favor', 'deseo', 'que', 'me', 'despierten', 'mañana', 'a', 'las', 'dos', 'y', 'media']","['por', 'favor', 'deseo', 'que', 'me', 'despierten', 'mañana', 'a', 'las', 'dos', 'y', 'media']","['i', 'want', 'you', 'to', 'wake', 'me', 'up', 'tomorrow', 'at', 'half', 'past', 'two', 'please']"
560,"¿Les importaría subir mi equipaje a la habitación cuatro noventa, por favor?
","['les', 'importaría', 'subir', 'mi', 'equipaje', 'a', 'la', 'habitación', 'cuatro', 'noventa', 'por', 'favor']","['les', 'importaría', 'subir', 'mi', 'equipaje', 'a', 'la', 'habitación', 'cuatro', 'noventa', 'por', 'favor']","['would', 'you', 'mind', 'sending', 'up', 'my', 'luggage', 'to', 'room', 'number', 'four', 'nine', 'oh', 'please']"
561,"¿Nos quieren hacer la factura?
","['nos', 'quieren', 'hacer', 'la', 'factura']","['nos', 'quieren', 'hacer', 'la', 'factura']","['will', 'you', 'make', 'out', 'the', 'bill', 'for', 'us', 'please']"
562,"¿Me querrían preparar la cuenta?
","['me', 'querrían', 'preparar', 'la', 'cuenta']","['me', 'querrían', 'preparar', 'la', 'cuenta']","['would', 'you', 'prepare', 'the', 'bill', 'for', 'me', 'please']"
563,"Por favor, he hecho una reserva.
","['por', 'favor', 'he', 'hecho', 'una', 'reserva']","['por', 'favor', 'he', 'hecho', 'una', 'reserva']","['i', 'have', 'made', 'a', 'reservation']"
564,"Quiero una habitación individual y tranquila hasta mañana.
","['quiero', 'una', 'habitación', 'individual', 'y', 'tranquila', 'hasta', 'mañana']","['quiero', 'una', 'habitación', 'individual', 'y', 'tranquila', 'hasta', 'mañana']","['i', 'want', 'a', 'quiet', 'single', 'room', 'until', 'tomorrow']"
565,"¿Podría usted llevarme mi maleta a mi habitación?
","['podría', 'usted', 'llevarme', 'mi', 'maleta', 'a', 'mi', 'habitación']","['podría', 'usted', 'llevarme', 'mi', 'maleta', 'a', 'mi', 'habitación']","['could', 'you', 'send', 'my', 'suitcase', 'to', 'my', 'room']"
566,"¿Les importaría despertarme a las tres y cuarto, por favor?
","['les', 'importaría', 'despertarme', 'a', 'las', 'tres', 'y', 'cuarto', 'por', 'favor']","['les', 'importaría', 'despertarme', 'a', 'las', 'tres', 'y', 'cuarto', 'por', 'favor']","['would', 'you', 'mind', 'waking', 'me', 'up', 'at', 'a', 'quarter', 'past', 'three', 'please']"
567,"¿Puede darnos las llaves de la habitación número nueve dos siete?
","['puede', 'darnos', 'las', 'llaves', 'de', 'la', 'habitación', 'número', 'nueve', 'dos', 'siete']","['puede', 'darnos', 'las', 'llaves', 'de', 'la', 'habitación', 'número', 'nueve', 'dos', 'siete']","['can', 'you', 'give', 'us', 'the', 'keys', 'to', 'room', 'number', 'nine', 'two', 'seven']"
568,"He reservado una habitación individual con televisión, por favor.
","['he', 'reservado', 'una', 'habitación', 'individual', 'con', 'televisión', 'por', 'favor']","['he', 'reservado', 'una', 'habitación', 'individual', 'con', 'televisión', 'por', 'favor']","['i', 'have', 'booked', 'a', 'single', 'room', 'with', 'a', 'tv']"
569,"Desearía que me llevasen mi bolsa a la habitación número ocho cero tres.
","['desearía', 'que', 'me', 'llevasen', 'mi', 'bolsa', 'a', 'la', 'habitación', 'número', 'ocho', 'cero', 'tres']","['desearía', 'que', 'me', 'llevasen', 'mi', 'bolsa', 'a', 'la', 'habitación', 'número', 'ocho', 'cero', 'tres']","['i', 'would', 'like', 'you', 'to', 'send', 'my', 'bag', 'to', 'room', 'number', 'eight', 'oh', 'three']"
570,"¿Cuánto cuesta una habitación individual?
","['cuánto', 'cuesta', 'una', 'habitación', 'individual']","['cuánto', 'cuesta', 'una', 'habitación', 'individual']","['how', 'much', 'does', 'a', 'single', 'room', 'cost']"
571,"¿Hay televisión en las habitaciones?
","['hay', 'televisión', 'en', 'las', 'habitaciones']","['hay', 'televisión', 'en', 'las', 'habitaciones']","['is', 'there', 'a', 'tv', 'in', 'the', 'rooms']"
572,"Por favor, quiero que lleve mi equipaje a la número siete tres tres.
","['por', 'favor', 'quiero', 'que', 'lleve', 'mi', 'equipaje', 'a', 'la', 'número', 'siete', 'tres', 'tres']","['por', 'favor', 'quiero', 'que', 'lleve', 'mi', 'equipaje', 'a', 'la', 'número', 'siete', 'tres', 'tres']","['i', 'want', 'you', 'to', 'send', 'my', 'luggage', 'to', 'room', 'number', 'seven', 'three', 'three', 'please']"
573,"Tengo una reserva.
","['tengo', 'una', 'reserva']","['tengo', 'una', 'reserva']","['i', 'have', 'a', 'reservation']"
574,"¿Podría cambiarme de habitación?
","['podría', 'cambiarme', 'de', 'habitación']","['podría', 'cambiarme', 'de', 'habitación']","['can', 'you', 'change', 'my', 'room']"
575,"¿Le importaría llevarnos nuestras maletas al taxi?
","['le', 'importaría', 'llevarnos', 'nuestras', 'maletas', 'al', 'taxi']","['le', 'importaría', 'llevarnos', 'nuestras', 'maletas', 'al', 'taxi']","['would', 'you', 'mind', 'sending', 'our', 'suitcases', 'to', 'the', 'taxi']"
576,"Por favor, ¿nos pueden despertar a las nueve?
","['por', 'favor', 'nos', 'pueden', 'despertar', 'a', 'las', 'nueve']","['por', 'favor', 'nos', 'pueden', 'despertar', 'a', 'las', 'nueve']","['can', 'you', 'wake', 'us', 'up', 'at', 'nine', 'please']"
577,"Por favor, he reservado dos habitaciones.
","['por', 'favor', 'he', 'reservado', 'dos', 'habitaciones']","['por', 'favor', 'he', 'reservado', 'dos', 'habitaciones']","['i', 'have', 'booked', 'two', 'rooms']"
578,"¿Me pueden dar ustedes la llave de la habitación?
","['me', 'pueden', 'dar', 'ustedes', 'la', 'llave', 'de', 'la', 'habitación']","['me', 'pueden', 'dar', 'ustedes', 'la', 'llave', 'de', 'la', 'habitación']","['can', 'you', 'give', 'me', 'the', 'key', 'to', 'the', 'room']"
579,"¡Adiós!
",['adiós'],['adiós'],"['good', 'bye']"
580,"¿Puede darnos la llave de la habitación?
","['puede', 'darnos', 'la', 'llave', 'de', 'la', 'habitación']","['puede', 'darnos', 'la', 'llave', 'de', 'la', 'habitación']","['can', 'you', 'give', 'us', 'the', 'key', 'to', 'the', 'room']"
581,"¿Pueden despertarme a la una?
","['pueden', 'despertarme', 'a', 'la', 'una']","['pueden', 'despertarme', 'a', 'la', 'una']","['can', 'you', 'wake', 'me', 'up', 'at', 'one']"
582,"¿Les importaría darnos la llave de la habitación, por favor?
","['les', 'importaría', 'darnos', 'la', 'llave', 'de', 'la', 'habitación', 'por', 'favor']","['les', 'importaría', 'darnos', 'la', 'llave', 'de', 'la', 'habitación', 'por', 'favor']","['would', 'you', 'mind', 'giving', 'us', 'the', 'key', 'to', 'the', 'room', 'please']"
583,"Tenemos reservada una habitación individual y tranquila.
","['tenemos', 'reservada', 'una', 'habitación', 'individual', 'y', 'tranquila']","['tenemos', 'reservada', 'una', 'habitación', 'individual', 'y', 'tranquila']","['we', 'have', 'booked', 'a', 'quiet', 'single', 'room']"
584,"Deseo que nos dé la llave de la habitación novecientos once, por favor.
","['deseo', 'que', 'nos', 'dé', 'la', 'llave', 'de', 'la', 'habitación', 'novecientos', 'once', 'por', 'favor']","['deseo', 'que', 'nos', 'dé', 'la', 'llave', 'de', 'la', 'habitación', 'novecientos', 'once', 'por', 'favor']","['i', 'want', 'you', 'to', 'give', 'us', 'the', 'key', 'to', 'room', 'number', 'nine', 'one', 'one', 'please']"
585,"Por favor, ¿nos pueden ustedes dar la llave de mi habitación?
","['por', 'favor', 'nos', 'pueden', 'ustedes', 'dar', 'la', 'llave', 'de', 'mi', 'habitación']","['por', 'favor', 'nos', 'pueden', 'ustedes', 'dar', 'la', 'llave', 'de', 'mi', 'habitación']","['can', 'you', 'give', 'us', 'the', 'key', 'to', 'my', 'room', 'please']"
586,"Voy a marcharme.
","['voy', 'a', 'marcharme']","['voy', 'a', 'marcharme']","['i', 'am', 'leaving']"
587,"Tenemos que irnos esta tarde.
","['tenemos', 'que', 'irnos', 'esta', 'tarde']","['tenemos', 'que', 'irnos', 'esta', 'tarde']","['we', 'should', 'leave', 'this', 'afternoon']"
588,"¿Le importaría subir mis bolsas de viaje al autobús?
","['le', 'importaría', 'subir', 'mis', 'bolsas', 'de', 'viaje', 'al', 'autobús']","['le', 'importaría', 'subir', 'mis', 'bolsas', 'de', 'viaje', 'al', 'autobús']","['would', 'you', 'mind', 'putting', 'my', 'travel', 'bags', 'on', 'the', 'bus']"
589,"¿Nos podrían dar la llave de la número cuatro siete uno, por favor?
","['nos', 'podrían', 'dar', 'la', 'llave', 'de', 'la', 'número', 'cuatro', 'siete', 'uno', 'por', 'favor']","['nos', 'podrían', 'dar', 'la', 'llave', 'de', 'la', 'número', 'cuatro', 'siete', 'uno', 'por', 'favor']","['could', 'you', 'give', 'us', 'the', 'key', 'to', 'room', 'number', 'four', 'seven', 'one', 'please']"
590,"Quiero una habitación individual y tranquila hasta mañana, por favor.
","['quiero', 'una', 'habitación', 'individual', 'y', 'tranquila', 'hasta', 'mañana', 'por', 'favor']","['quiero', 'una', 'habitación', 'individual', 'y', 'tranquila', 'hasta', 'mañana', 'por', 'favor']","['i', 'want', 'a', 'quiet', 'single', 'room', 'until', 'tomorrow', 'please']"
591,"¿Podríamos reservar dos habitaciones?
","['podríamos', 'reservar', 'dos', 'habitaciones']","['podríamos', 'reservar', 'dos', 'habitaciones']","['could', 'we', 'book', 'two', 'rooms']"
592,"Tengo hecha la reserva de una habitación con teléfono y ducha a nombre del señor Borillo.
","['tengo', 'hecha', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'teléfono', 'y', 'ducha', 'a', 'nombre', 'del', 'señor', 'borillo']","['tengo', 'hecha', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'teléfono', 'y', 'ducha', 'a', 'nombre', 'del', 'señor', 'borillo']","['i', 'have', 'made', 'a', 'reservation', 'for', 'a', 'room', 'with', 'a', 'telephone', 'and', 'a', 'shower', 'for', 'mr', 'borillo']"
593,"Por favor, nos pide nuestro taxi.
","['por', 'favor', 'nos', 'pide', 'nuestro', 'taxi']","['por', 'favor', 'nos', 'pide', 'nuestro', 'taxi']","['could', 'you', 'ask', 'for', 'our', 'taxi', 'for', 'us', 'please']"
594,"Tenenos hecha una reserva.
","['tenenos', 'hecha', 'una', 'reserva']","['tenenos', 'hecha', 'una', 'reserva']","['we', 'have', 'made', 'a', 'reservation']"
595,"Por favor, ¿me pueden preparar la cuenta de la habitación uno uno uno?
","['por', 'favor', 'me', 'pueden', 'preparar', 'la', 'cuenta', 'de', 'la', 'habitación', 'uno', 'uno', 'uno']","['por', 'favor', 'me', 'pueden', 'preparar', 'la', 'cuenta', 'de', 'la', 'habitación', 'uno', 'uno', 'uno']","['can', 'you', 'prepare', 'the', 'bill', 'for', 'room', 'number', 'one', 'one', 'one', 'for', 'me', 'please']"
596,"¿Le importaría llevar nuestro equipaje a nuestra habitación, por favor?
","['le', 'importaría', 'llevar', 'nuestro', 'equipaje', 'a', 'nuestra', 'habitación', 'por', 'favor']","['le', 'importaría', 'llevar', 'nuestro', 'equipaje', 'a', 'nuestra', 'habitación', 'por', 'favor']","['would', 'you', 'mind', 'sending', 'our', 'luggage', 'to', 'our', 'room', 'please']"
597,"Por favor, quiero que lleve mi equipaje a la habitación seis catorce.
","['por', 'favor', 'quiero', 'que', 'lleve', 'mi', 'equipaje', 'a', 'la', 'habitación', 'seis', 'catorce']","['por', 'favor', 'quiero', 'que', 'lleve', 'mi', 'equipaje', 'a', 'la', 'habitación', 'seis', 'catorce']","['i', 'want', 'you', 'to', 'send', 'my', 'luggage', 'to', 'room', 'number', 'six', 'one', 'four', 'please']"
598,"¿Le importaría mostrarnos alguna habitación tranquila, por favor?
","['le', 'importaría', 'mostrarnos', 'alguna', 'habitación', 'tranquila', 'por', 'favor']","['le', 'importaría', 'mostrarnos', 'alguna', 'habitación', 'tranquila', 'por', 'favor']","['would', 'you', 'mind', 'showing', 'us', 'a', 'quiet', 'room', 'please']"
599,"Por favor, he hecho la reserva de una habitación con televisión, una buena vista y ducha a nombre de Virginia Pérez.
","['por', 'favor', 'he', 'hecho', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'televisión', 'una', 'buena', 'vista', 'y', 'ducha', 'a', 'nombre', 'de', 'virginia', 'pérez']","['por', 'favor', 'he', 'hecho', 'la', 'reserva', 'de', 'una', 'habitación', 'con', 'televisión', 'una', 'buena', 'vista', 'y', 'ducha', 'a', 'nombre', 'de', 'virginia', 'pérez']","['i', 'have', 'made', 'a', 'reservation', 'for', 'a', 'room', 'with', 'a', 'tv', 'a', 'good', 'view', 'and', 'a', 'shower', 'for', 'virginia', 'pérez']"
600,"Pienso que hay una equivocación en la factura.
","['pienso', 'que', 'hay', 'una', 'equivocación', 'en', 'la', 'factura']","['pienso', 'que', 'hay', 'una', 'equivocación', 'en', 'la', 'factura']","['i', 'think', 'that', 'there', 'is', 'a', 'mistake', 'in', 'the', 'bill']"
601,"Me voy a ir el jueves por la mañana.
","['me', 'voy', 'a', 'ir', 'el', 'jueves', 'por', 'la', 'mañana']","['me', 'voy', 'a', 'ir', 'el', 'jueves', 'por', 'la', 'mañana']","['i', 'am', 'leaving', 'on', 'thursday', 'morning']"
602,"Reservamos una habitación individual y tranquila para treinta días a nombre de Lidia Llorens, por favor.
","['reservamos', 'una', 'habitación', 'individual', 'y', 'tranquila', 'para', 'treinta', 'días', 'a', 'nombre', 'de', 'lidia', 'llorens', 'por', 'favor']","['reservamos', 'una', 'habitación', 'individual', 'y', 'tranquila', 'para', 'treinta', 'días', 'a', 'nombre', 'de', 'lidia', 'llorens', 'por', 'favor']","['we', 'booked', 'a', 'quiet', 'single', 'room', 'for', 'thirty', 'days', 'for', 'lidia', 'llorens']"
603,"En la habitación hay mucho ruido.
","['en', 'la', 'habitación', 'hay', 'mucho', 'ruido']","['en', 'la', 'habitación', 'hay', 'mucho', 'ruido']","['there', 'is', 'a', 'lot', 'of', 'noise', 'in', 'the', 'room']"
604,"Tenemos reservadas dos habitaciones tranquilas.
","['tenemos', 'reservadas', 'dos', 'habitaciones', 'tranquilas']","['tenemos', 'reservadas', 'dos', 'habitaciones', 'tranquilas']","['we', 'have', 'booked', 'two', 'quiet', 'rooms']"
605,"¿Le importaría mostrarnos una habitación?
","['le', 'importaría', 'mostrarnos', 'una', 'habitación']","['le', 'importaría', 'mostrarnos', 'una', 'habitación']","['would', 'you', 'mind', 'showing', 'us', 'a', 'room']"
606,"Deseo una habitación con cuarto de baño, televisión y buena vista a nombre de Jorge Balaguer, por favor.
","['deseo', 'una', 'habitación', 'con', 'cuarto', 'de', 'baño', 'televisión', 'y', 'buena', 'vista', 'a', 'nombre', 'de', 'jorge', 'balaguer', 'por', 'favor']","['deseo', 'una', 'habitación', 'con', 'cuarto', 'de', 'baño', 'televisión', 'y', 'buena', 'vista', 'a', 'nombre', 'de', 'jorge', 'balaguer', 'por', 'favor']","['i', 'want', 'a', 'room', 'with', 'a', 'bathroom', 'a', 'tv', 'and', 'a', 'good', 'view', 'for', 'jorge', 'balaguer', 'please']"
607,"¿Tiene televisión?
","['tiene', 'televisión']","['tiene', 'televisión']","['does', 'it', 'have', 'a', 'tv']"
608,"¿Podríamos ver alguna habitación individual y tranquila?
","['podríamos', 'ver', 'alguna', 'habitación', 'individual', 'y', 'tranquila']","['podríamos', 'ver', 'alguna', 'habitación', 'individual', 'y', 'tranquila']","['could', 'we', 'see', 'a', 'quiet', 'single', 'room']"
609,"Me parece que se produjo una equivocación en la cuenta.
","['me', 'parece', 'que', 'se', 'produjo', 'una', 'equivocación', 'en', 'la', 'cuenta']","['me', 'parece', 'que', 'se', 'produjo', 'una', 'equivocación', 'en', 'la', 'cuenta']","['i', 'think', 'that', 'there', 'was', 'a', 'mistake', 'in', 'the', 'bill']"
610,"En la habitación hace mucho calor.
","['en', 'la', 'habitación', 'hace', 'mucho', 'calor']","['en', 'la', 'habitación', 'hace', 'mucho', 'calor']","['it', 'is', 'very', 'hot', 'in', 'the', 'room']"
611,"Tengo que irme mañana a las dos y cuarto de la tarde.
","['tengo', 'que', 'irme', 'mañana', 'a', 'las', 'dos', 'y', 'cuarto', 'de', 'la', 'tarde']","['tengo', 'que', 'irme', 'mañana', 'a', 'las', 'dos', 'y', 'cuarto', 'de', 'la', 'tarde']","['i', 'should', 'leave', 'tomorrow', 'at', 'a', 'quarter', 'past', 'two', 'in', 'the', 'afternoon']"
612,"¿Hay aire acondicionado en las habitaciones?
","['hay', 'aire', 'acondicionado', 'en', 'las', 'habitaciones']","['hay', 'aire', 'acondicionado', 'en', 'las', 'habitaciones']","['is', 'there', 'air', 'conditioning', 'in', 'the', 'rooms']"
613,"¿Nos pueden despertar a la una menos cuarto?
","['nos', 'pueden', 'despertar', 'a', 'la', 'una', 'menos', 'cuarto']","['nos', 'pueden', 'despertar', 'a', 'la', 'una', 'menos', 'cuarto']","['can', 'you', 'wake', 'us', 'up', 'at', 'a', 'quarter', 'to', 'one']"
614,"Reservamos una habitación doble para veintinueve días.
","['reservamos', 'una', 'habitación', 'doble', 'para', 'veintinueve', 'días']","['reservamos', 'una', 'habitación', 'doble', 'para', 'veintinueve', 'días']","['we', 'booked', 'a', 'double', 'room', 'for', 'twentynine', 'days']"
615,"¿Podríamos reservar dos habitaciones individuales y tranquilas hasta el veintiocho?
","['podríamos', 'reservar', 'dos', 'habitaciones', 'individuales', 'y', 'tranquilas', 'hasta', 'el', 'veintiocho']","['podríamos', 'reservar', 'dos', 'habitaciones', 'individuales', 'y', 'tranquilas', 'hasta', 'el', 'veintiocho']","['could', 'we', 'book', 'two', 'quiet', 'single', 'rooms', 'until', 'the', 'twentyeighth']"
616,"¿Pueden llamarme a un taxi?
","['pueden', 'llamarme', 'a', 'un', 'taxi']","['pueden', 'llamarme', 'a', 'un', 'taxi']","['can', 'you', 'call', 'a', 'taxi', 'for', 'me', 'please']"
617,"Deseo que me despierten a las siete y media.
","['deseo', 'que', 'me', 'despierten', 'a', 'las', 'siete', 'y', 'media']","['deseo', 'que', 'me', 'despierten', 'a', 'las', 'siete', 'y', 'media']","['i', 'want', 'you', 'to', 'wake', 'me', 'up', 'at', 'half', 'past', 'seven']"
618,"Por favor, ¿me podría repasar la cuenta?
","['por', 'favor', 'me', 'podría', 'repasar', 'la', 'cuenta']","['por', 'favor', 'me', 'podría', 'repasar', 'la', 'cuenta']","['could', 'you', 'check', 'the', 'bill', 'for', 'me', 'please']"
619,"¿Tienen habitaciones tranquilas libres?
","['tienen', 'habitaciones', 'tranquilas', 'libres']","['tienen', 'habitaciones', 'tranquilas', 'libres']","['do', 'you', 'have', 'any', 'quiet', 'rooms', 'available']"
620,"Me parece que se produjo un problema en la cuenta de la habitación nueve seis cuatro.
","['me', 'parece', 'que', 'se', 'produjo', 'un', 'problema', 'en', 'la', 'cuenta', 'de', 'la', 'habitación', 'nueve', 'seis', 'cuatro']","['me', 'parece', 'que', 'se', 'produjo', 'un', 'problema', 'en', 'la', 'cuenta', 'de', 'la', 'habitación', 'nueve', 'seis', 'cuatro']","['i', 'think', 'that', 'there', 'was', 'a', 'problem', 'in', 'the', 'bill', 'for', 'room', 'number', 'nine', 'six', 'four']"
621,"Denme las llaves de la habitación, por favor.
","['denme', 'las', 'llaves', 'de', 'la', 'habitación', 'por', 'favor']","['denme', 'las', 'llaves', 'de', 'la', 'habitación', 'por', 'favor']","['give', 'me', 'the', 'keys', 'to', 'the', 'room', 'please']"
622,"Llámenos a nuestro taxi para la habitación dos seis ocho.
","['llámenos', 'a', 'nuestro', 'taxi', 'para', 'la', 'habitación', 'dos', 'seis', 'ocho']","['llámenos', 'a', 'nuestro', 'taxi', 'para', 'la', 'habitación', 'dos', 'seis', 'ocho']","['could', 'you', 'call', 'our', 'taxi', 'for', 'room', 'number', 'two', 'six', 'eight', 'for', 'us', 'please']"
623,"¿Pueden darnos la llave de la habitación?
","['pueden', 'darnos', 'la', 'llave', 'de', 'la', 'habitación']","['pueden', 'darnos', 'la', 'llave', 'de', 'la', 'habitación']","['can', 'you', 'give', 'us', 'the', 'key', 'to', 'the', 'room']"
624,"Déme la llave de la habitación cuatro uno tres.
","['déme', 'la', 'llave', 'de', 'la', 'habitación', 'cuatro', 'uno', 'tres']","['déme', 'la', 'llave', 'de', 'la', 'habitación', 'cuatro', 'uno', 'tres']","['give', 'me', 'the', 'key', 'to', 'room', 'number', 'four', 'one', 'three']"
625,"¿Podrían llevarnos nuestro equipaje a recepción?
","['podrían', 'llevarnos', 'nuestro', 'equipaje', 'a', 'recepción']","['podrían', 'llevarnos', 'nuestro', 'equipaje', 'a', 'recepción']","['could', 'you', 'send', 'our', 'luggage', 'to', 'reception']"
626,"Por favor, desearíamos una habitación.
","['por', 'favor', 'desearíamos', 'una', 'habitación']","['por', 'favor', 'desearíamos', 'una', 'habitación']","['we', 'would', 'like', 'a', 'room', 'please']"
627,"¿Cuánto vale por semana una habitación doble, por favor?
","['cuánto', 'vale', 'por', 'semana', 'una', 'habitación', 'doble', 'por', 'favor']","['cuánto', 'vale', 'por', 'semana', 'una', 'habitación', 'doble', 'por', 'favor']","['how', 'much', 'is', 'a', 'double', 'room', 'per', 'week', 'please']"
628,"Por favor, ¿nos podrían despertar mañana a las nueve y media?
","['por', 'favor', 'nos', 'podrían', 'despertar', 'mañana', 'a', 'las', 'nueve', 'y', 'media']","['por', 'favor', 'nos', 'podrían', 'despertar', 'mañana', 'a', 'las', 'nueve', 'y', 'media']","['could', 'you', 'wake', 'us', 'up', 'tomorrow', 'at', 'half', 'past', 'nine', 'please']"
629,"Reservamos una habitación individual para una noche a nombre de Micaela Carpio.
","['reservamos', 'una', 'habitación', 'individual', 'para', 'una', 'noche', 'a', 'nombre', 'de', 'micaela', 'carpio']","['reservamos', 'una', 'habitación', 'individual', 'para', 'una', 'noche', 'a', 'nombre', 'de', 'micaela', 'carpio']","['we', 'booked', 'a', 'single', 'room', 'for', 'a', 'night', 'for', 'micaela', 'carpio']"
630,"Por favor, pida nuestro taxi para la habitación ciento veintiocho.
","['por', 'favor', 'pida', 'nuestro', 'taxi', 'para', 'la', 'habitación', 'ciento', 'veintiocho']","['por', 'favor', 'pida', 'nuestro', 'taxi', 'para', 'la', 'habitación', 'ciento', 'veintiocho']","['please', 'ask', 'for', 'our', 'taxi', 'for', 'room', 'number', 'one', 'two', 'eight']"
631,"¿Cuánto cuesta por día una habitación doble con pensión completa?
","['cuánto', 'cuesta', 'por', 'día', 'una', 'habitación', 'doble', 'con', 'pensión', 'completa']","['cuánto', 'cuesta', 'por', 'día', 'una', 'habitación', 'doble', 'con', 'pensión', 'completa']","['how', 'much', 'does', 'a', 'double', 'room', 'with', 'full', 'board', 'cost', 'per', 'day']"
632,"Despiértenme a la una y cuarto.
","['despiértenme', 'a', 'la', 'una', 'y', 'cuarto']","['despiértenme', 'a', 'la', 'una', 'y', 'cuarto']","['wake', 'me', 'up', 'at', 'a', 'quarter', 'past', 'one']"
633,"Por favor, tengo reservada una habitación con buena vista y teléfono.
","['por', 'favor', 'tengo', 'reservada', 'una', 'habitación', 'con', 'buena', 'vista', 'y', 'teléfono']","['por', 'favor', 'tengo', 'reservada', 'una', 'habitación', 'con', 'buena', 'vista', 'y', 'teléfono']","['i', 'have', 'booked', 'a', 'room', 'with', 'a', 'good', 'view', 'and', 'a', 'telephone']"
634,"¿Le importaría darnos las llaves de la habitación, por favor?
","['le', 'importaría', 'darnos', 'las', 'llaves', 'de', 'la', 'habitación', 'por', 'favor']","['le', 'importaría', 'darnos', 'las', 'llaves', 'de', 'la', 'habitación', 'por', 'favor']","['would', 'you', 'mind', 'giving', 'us', 'the', 'keys', 'to', 'the', 'room', 'please']"
635,"He de irme hoy a las ocho y cuarto de la mañana.
","['he', 'de', 'irme', 'hoy', 'a', 'las', 'ocho', 'y', 'cuarto', 'de', 'la', 'mañana']","['he', 'de', 'irme', 'hoy', 'a', 'las', 'ocho', 'y', 'cuarto', 'de', 'la', 'mañana']","['i', 'should', 'leave', 'today', 'at', 'a', 'quarter', 'past', 'eight', 'in', 'the', 'morning']"
636,"¿Nos puede pedir un taxi para la habitación cero diecinueve?
","['nos', 'puede', 'pedir', 'un', 'taxi', 'para', 'la', 'habitación', 'cero', 'diecinueve']","['nos', 'puede', 'pedir', 'un', 'taxi', 'para', 'la', 'habitación', 'cero', 'diecinueve']","['can', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'room', 'number', 'oh', 'one', 'nine', 'for', 'us', 'please']"
637,"Creo que existe un error.
","['creo', 'que', 'existe', 'un', 'error']","['creo', 'que', 'existe', 'un', 'error']","['i', 'think', 'that', 'there', 'is', 'an', 'error']"
638,"Queremos una habitación.
","['queremos', 'una', 'habitación']","['queremos', 'una', 'habitación']","['we', 'want', 'a', 'room']"
